ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
KEN,Embu,2772028,Total fertility rate 15-49,3.1,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416035,1416035,Region,..Embu,0,,0,1,FEFRTRWTFR,KEDHS2014416035,2014,DHS,,,,,2
KEN,Kitui,2772112,Total fertility rate 15-49,3.9,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416036,1416036,Region,..Kitui,0,,0,1,FEFRTRWTFR,KEDHS2014416036,2014,DHS,,,,,2
KEN,Machakos,2772106,Total fertility rate 15-49,3.4,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416037,1416037,Region,..Machakos,0,,0,1,FEFRTRWTFR,KEDHS2014416037,2014,DHS,,,,,2
KEN,Makueni,2773165,Total fertility rate 15-49,3.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416038,1416038,Region,..Makueni,0,,0,1,FEFRTRWTFR,KEDHS2014416038,2014,DHS,,,,,2
KEN,Central,2755425,Total fertility rate 15-49,2.8,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416002,1416040,Region,Central,0,,0,1,FEFRTRWTFR,KEDHS2014416002,2014,DHS,,,,,1
KEN,Nyandarua,2755499,Total fertility rate 15-49,3.5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416041,1416041,Region,..Nyandarua,0,,0,1,FEFRTRWTFR,KEDHS2014416041,2014,DHS,,,,,2
KEN,Nyeri,2772080,Total fertility rate 15-49,2.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416042,1416042,Region,..Nyeri,0,,0,1,FEFRTRWTFR,KEDHS2014416042,2014,DHS,,,,,2
KEN,Kirinyaga,2772075,Total fertility rate 15-49,2.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416043,1416043,Region,..Kirinyaga,0,,0,1,FEFRTRWTFR,KEDHS2014416043,2014,DHS,,,,,2
KEN,Murang'a,2772046,Total fertility rate 15-49,3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416044,1416044,Region,..Murang'a,0,,0,1,FEFRTRWTFR,KEDHS2014416044,2014,DHS,,,,,2
KEN,Kiambu,2772116,Total fertility rate 15-49,2.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416045,1416045,Region,..Kiambu,0,,0,1,FEFRTRWTFR,KEDHS2014416045,2014,DHS,,,,,2
KEN,Rift Valley,2764729,Total fertility rate 15-49,4.5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416006,1416050,Region,Rift Valley,0,,0,1,FEFRTRWTFR,KEDHS2014416006,2014,DHS,,,,,1
KEN,Turkana,2755456,Total fertility rate 15-49,6.9,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416051,1416051,Region,..Turkana,0,,0,1,FEFRTRWTFR,KEDHS2014416051,2014,DHS,,,,,2
KEN,West Pokot,2772077,Total fertility rate 15-49,7.2,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416052,1416052,Region,..West Pokot,0,,0,1,FEFRTRWTFR,KEDHS2014416052,2014,DHS,,,,,2
KEN,Samburu,2755520,Total fertility rate 15-49,6.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416053,1416053,Region,..Samburu,0,,0,1,FEFRTRWTFR,KEDHS2014416053,2014,DHS,,,,,2
KEN,Trans-Nzoia,870358,Total fertility rate 15-49,5.2,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416054,1416054,Region,..Trans-Nzoia,0,,0,1,FEFRTRWTFR,KEDHS2014416054,2014,DHS,,,,,2
KEN,Uasin Gishu,2764849,Total fertility rate 15-49,3.6,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416055,1416055,Region,..Uasin Gishu,0,,0,1,FEFRTRWTFR,KEDHS2014416055,2014,DHS,,,,,2
KEN,Elgeyo Marakwet,2773195,Total fertility rate 15-49,4.1,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416056,1416056,Region,..Elgeyo Marakwet,0,,0,1,FEFRTRWTFR,KEDHS2014416056,2014,DHS,,,,,2
KEN,Nandi,2764819,Total fertility rate 15-49,4,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416057,1416057,Region,..Nandi,0,,0,1,FEFRTRWTFR,KEDHS2014416057,2014,DHS,,,,,2
KEN,Baringo,2764871,Total fertility rate 15-49,4.8,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416058,1416058,Region,..Baringo,0,,0,1,FEFRTRWTFR,KEDHS2014416058,2014,DHS,,,,,2
KEN,Laikipia,2773136,Total fertility rate 15-49,3.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416059,1416059,Region,..Laikipia,0,,0,1,FEFRTRWTFR,KEDHS2014416059,2014,DHS,,,,,2
KEN,Nakuru,2764836,Total fertility rate 15-49,3.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416060,1416060,Region,..Nakuru,0,,0,1,FEFRTRWTFR,KEDHS2014416060,2014,DHS,,,,,2
KEN,Narok,2764807,Total fertility rate 15-49,6,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416061,1416061,Region,..Narok,0,,0,1,FEFRTRWTFR,KEDHS2014416061,2014,DHS,,,,,2
KEN,Kajiado,2773153,Total fertility rate 15-49,4.5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416062,1416062,Region,..Kajiado,0,,0,1,FEFRTRWTFR,KEDHS2014416062,2014,DHS,,,,,2
KEN,Kericho,2755528,Total fertility rate 15-49,4,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416063,1416063,Region,..Kericho,0,,0,1,FEFRTRWTFR,KEDHS2014416063,2014,DHS,,,,,2
KEN,Bomet,2773202,Total fertility rate 15-49,4.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416064,1416064,Region,..Bomet,0,,0,1,FEFRTRWTFR,KEDHS2014416064,2014,DHS,,,,,2
KEN,Western,2764709,Total fertility rate 15-49,4.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416007,1416070,Region,Western,0,,0,1,FEFRTRWTFR,KEDHS2014416007,2014,DHS,,,,,1
KEN,Kakamega,2764870,Total fertility rate 15-49,4.4,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416071,1416071,Region,..Kakamega,0,,0,1,FEFRTRWTFR,KEDHS2014416071,2014,DHS,,,,,2
KEN,Vihiga,2764883,Total fertility rate 15-49,4.5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416072,1416072,Region,..Vihiga,0,,0,1,FEFRTRWTFR,KEDHS2014416072,2014,DHS,,,,,2
KEN,Bungoma,2772140,Total fertility rate 15-49,5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416073,1416073,Region,..Bungoma,0,,0,1,FEFRTRWTFR,KEDHS2014416073,2014,DHS,,,,,2
KEN,Busia,2772151,Total fertility rate 15-49,4.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416074,1416074,Region,..Busia,0,,0,1,FEFRTRWTFR,KEDHS2014416074,2014,DHS,,,,,2
KEN,Nyanza,2764746,Total fertility rate 15-49,4.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416005,1416080,Region,Nyanza,0,,0,1,FEFRTRWTFR,KEDHS2014416005,2014,DHS,,,,,1
KEN,Siaya,2764877,Total fertility rate 15-49,4.2,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416081,1416081,Region,..Siaya,0,,0,1,FEFRTRWTFR,KEDHS2014416081,2014,DHS,,,,,2
KEN,Kisumu,5254997,Total fertility rate 15-49,3.6,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416082,1416082,Region,..Kisumu,0,,0,1,FEFRTRWTFR,KEDHS2014416082,2014,DHS,,,,,2
KEN,Homa Bay,2755547,Total fertility rate 15-49,5.2,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416083,1416083,Region,..Homa Bay,0,,0,1,FEFRTRWTFR,KEDHS2014416083,2014,DHS,,,,,2
KEN,Migori,2773256,Total fertility rate 15-49,5.3,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416084,1416084,Region,..Migori,0,,0,1,FEFRTRWTFR,KEDHS2014416084,2014,DHS,,,,,2
KEN,Kisii,2755551,Total fertility rate 15-49,3.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416085,1416085,Region,..Kisii,0,,0,1,FEFRTRWTFR,KEDHS2014416085,2014,DHS,,,,,2
KEN,Nyamira,2773248,Total fertility rate 15-49,3.5,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416086,1416086,Region,..Nyamira,0,,0,1,FEFRTRWTFR,KEDHS2014416086,2014,DHS,,,,,2
KEN,Nairobi,2773024,Total fertility rate 15-49,2.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416001,1416090,Region,Nairobi,0,,0,1,FEFRTRWTFR,KEDHS2014416001,2014,DHS,,,,,2
KEN,Nairobi,2773025,Total fertility rate 15-49,2.7,1,KE,Kenya,2014,KE2014DHS,FE_FRTR_W_TFR,11763080,I,416001,1416090,Region,Nairobi,0,,0,1,FEFRTRWTFR,KEDHS2014416001,2014,DHS,,,,,1
KEN,Coast,6668108,Married women currently using any method of contraception,43.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416003,1416010,Region,Coast,0,,0,1,FPCUSMWANY,KEDHS2014416003,2014,DHS,1821,2364,,,1
KEN,Mombasa,4807689,Married women currently using any method of contraception,55,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416011,1416011,Region,..Mombasa,0,,0,1,FPCUSMWANY,KEDHS2014416011,2014,DHS,537,347,,,2
KEN,Kwale,1530167,Married women currently using any method of contraception,41.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416012,1416012,Region,..Kwale,0,,0,1,FPCUSMWANY,KEDHS2014416012,2014,DHS,357,384,,,2
KEN,Kilifi,1163322,Married women currently using any method of contraception,34.1,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416013,1416013,Region,..Kilifi,0,,0,1,FPCUSMWANY,KEDHS2014416013,2014,DHS,600,469,,,2
KEN,Tana River,4214780,Married women currently using any method of contraception,28.7,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416014,1416014,Region,..Tana River,0,,0,1,FPCUSMWANY,KEDHS2014416014,2014,DHS,144,489,,,2
KEN,Lamu,1201272,Married women currently using any method of contraception,42.2,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416015,1416015,Region,..Lamu,0,,0,1,FPCUSMWANY,KEDHS2014416015,2014,DHS,55,365,,,2
KEN,Taita Taveta,1538325,Married women currently using any method of contraception,68,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416016,1416016,Region,..Taita Taveta,0,,0,1,FPCUSMWANY,KEDHS2014416016,2014,DHS,128,310,,,2
KEN,North Eastern,5707956,Married women currently using any method of contraception,3.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416008,1416020,Region,North Eastern,0,,0,1,FPCUSMWANY,KEDHS2014416008,2014,DHS,451,1144,,,1
KEN,Garissa,4332201,Married women currently using any method of contraception,5.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416021,1416021,Region,..Garissa,0,,0,1,FPCUSMWANY,KEDHS2014416021,2014,DHS,165,389,,,2
KEN,Wajir,6687779,Married women currently using any method of contraception,2.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416022,1416022,Region,..Wajir,0,,0,1,FPCUSMWANY,KEDHS2014416022,2014,DHS,158,369,,,2
KEN,Mandera,3735631,Married women currently using any method of contraception,1.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416023,1416023,Region,..Mandera,0,,0,1,FPCUSMWANY,KEDHS2014416023,2014,DHS,128,386,,,2
KEN,Eastern,3715526,Married women currently using any method of contraception,70.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416004,1416030,Region,Eastern,0,,0,1,FPCUSMWANY,KEDHS2014416004,2014,DHS,2667,3197,,,1
KEN,Marsabit,1545880,Married women currently using any method of contraception,11.7,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416031,1416031,Region,..Marsabit,0,,0,1,FPCUSMWANY,KEDHS2014416031,2014,DHS,76,372,,,2
KEN,Isiolo,984102,Married women currently using any method of contraception,27,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416032,1416032,Region,..Isiolo,0,,0,1,FPCUSMWANY,KEDHS2014416032,2014,DHS,65,389,,,2
KEN,Meru,4656561,Married women currently using any method of contraception,78.2,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416033,1416033,Region,..Meru,0,,0,1,FPCUSMWANY,KEDHS2014416033,2014,DHS,690,416,,,2
KEN,Tharaka-Nithi,25802,Married women currently using any method of contraception,74,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416034,1416034,Region,..Tharaka-Nithi,0,,0,1,FPCUSMWANY,KEDHS2014416034,2014,DHS,169,316,,,2
KEN,Embu,1553243,Married women currently using any method of contraception,70.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416035,1416035,Region,..Embu,0,,0,1,FPCUSMWANY,KEDHS2014416035,2014,DHS,266,366,,,2
KEN,Kitui,2912732,Married women currently using any method of contraception,57.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416036,1416036,Region,..Kitui,0,,0,1,FPCUSMWANY,KEDHS2014416036,2014,DHS,445,440,,,2
KEN,Machakos,5353609,Married women currently using any method of contraception,75.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416037,1416037,Region,..Machakos,0,,0,1,FPCUSMWANY,KEDHS2014416037,2014,DHS,553,457,,,2
KEN,Makueni,1545903,Married women currently using any method of contraception,80.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416038,1416038,Region,..Makueni,0,,0,1,FPCUSMWANY,KEDHS2014416038,2014,DHS,404,441,,,2
KEN,Central,3877159,Married women currently using any method of contraception,72.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416002,1416040,Region,Central,0,,0,1,FPCUSMWANY,KEDHS2014416002,2014,DHS,2323,1852,,,1
KEN,Nyandarua,6531786,Married women currently using any method of contraception,65.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416041,1416041,Region,..Nyandarua,0,,0,1,FPCUSMWANY,KEDHS2014416041,2014,DHS,273,348,,,2
KEN,Nyeri,3735611,Married women currently using any method of contraception,73.1,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416042,1416042,Region,..Nyeri,0,,0,1,FPCUSMWANY,KEDHS2014416042,2014,DHS,358,398,,,2
KEN,Kirinyaga,6763333,Married women currently using any method of contraception,81,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416043,1416043,Region,..Kirinyaga,0,,0,1,FPCUSMWANY,KEDHS2014416043,2014,DHS,281,344,,,2
KEN,Murang'a,4240174,Married women currently using any method of contraception,68.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416044,1416044,Region,..Murang'a,0,,0,1,FPCUSMWANY,KEDHS2014416044,2014,DHS,444,385,,,2
KEN,Kiambu,3519895,Married women currently using any method of contraception,74,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416045,1416045,Region,..Kiambu,0,,0,1,FPCUSMWANY,KEDHS2014416045,2014,DHS,967,377,,,2
KEN,Rift Valley,526760,Married women currently using any method of contraception,52.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416006,1416050,Region,Rift Valley,0,,0,1,FPCUSMWANY,KEDHS2014416006,2014,DHS,4696,5509,,,1
KEN,Turkana,456398,Married women currently using any method of contraception,10.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416051,1416051,Region,..Turkana,0,,0,1,FPCUSMWANY,KEDHS2014416051,2014,DHS,214,324,,,2
KEN,West Pokot,4669306,Married women currently using any method of contraception,14.2,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416052,1416052,Region,..West Pokot,0,,0,1,FPCUSMWANY,KEDHS2014416052,2014,DHS,197,393,,,2
KEN,Samburu,3316554,Married women currently using any method of contraception,22.7,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416053,1416053,Region,..Samburu,0,,0,1,FPCUSMWANY,KEDHS2014416053,2014,DHS,83,390,,,2
KEN,Trans-Nzoia,870110,Married women currently using any method of contraception,63.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416054,1416054,Region,..Trans-Nzoia,0,,0,1,FPCUSMWANY,KEDHS2014416054,2014,DHS,467,428,,,2
KEN,Uasin Gishu,2905691,Married women currently using any method of contraception,62.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416055,1416055,Region,..Uasin Gishu,0,,0,1,FPCUSMWANY,KEDHS2014416055,2014,DHS,460,407,,,2
KEN,Elgeyo Marakwet,4825924,Married women currently using any method of contraception,55.2,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416056,1416056,Region,..Elgeyo Marakwet,0,,0,1,FPCUSMWANY,KEDHS2014416056,2014,DHS,139,349,,,2
KEN,Nandi,5160095,Married women currently using any method of contraception,64.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416057,1416057,Region,..Nandi,0,,0,1,FPCUSMWANY,KEDHS2014416057,2014,DHS,335,395,,,2
KEN,Baringo,5908815,Married women currently using any method of contraception,41.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416058,1416058,Region,..Baringo,0,,0,1,FPCUSMWANY,KEDHS2014416058,2014,DHS,190,343,,,2
KEN,Laikipia,4347361,Married women currently using any method of contraception,59.1,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416059,1416059,Region,..Laikipia,0,,0,1,FPCUSMWANY,KEDHS2014416059,2014,DHS,207,381,,,2
KEN,Nakuru,4989796,Married women currently using any method of contraception,56.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416060,1416060,Region,..Nakuru,0,,0,1,FPCUSMWANY,KEDHS2014416060,2014,DHS,851,414,,,2
KEN,Narok,1530200,Married women currently using any method of contraception,47.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416061,1416061,Region,..Narok,0,,0,1,FPCUSMWANY,KEDHS2014416061,2014,DHS,446,491,,,2
KEN,Kajiado,6742848,Married women currently using any method of contraception,54.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416062,1416062,Region,..Kajiado,0,,0,1,FPCUSMWANY,KEDHS2014416062,2014,DHS,387,396,,,2
KEN,Kericho,4227210,Married women currently using any method of contraception,62.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416063,1416063,Region,..Kericho,0,,0,1,FPCUSMWANY,KEDHS2014416063,2014,DHS,327,386,,,2
KEN,Bomet,3498997,Married women currently using any method of contraception,54.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416064,1416064,Region,..Bomet,0,,0,1,FPCUSMWANY,KEDHS2014416064,2014,DHS,394,412,,,2
KEN,Western,3080546,Married women currently using any method of contraception,58.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416007,1416070,Region,Western,0,,0,1,FPCUSMWANY,KEDHS2014416007,2014,DHS,1950,1735,,,1
KEN,Kakamega,4649249,Married women currently using any method of contraception,62.1,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416071,1416071,Region,..Kakamega,0,,0,1,FPCUSMWANY,KEDHS2014416071,2014,DHS,697,464,,,2
KEN,Vihiga,5884257,Married women currently using any method of contraception,59.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416072,1416072,Region,..Vihiga,0,,0,1,FPCUSMWANY,KEDHS2014416072,2014,DHS,212,361,,,2
KEN,Bungoma,1553269,Married women currently using any method of contraception,55.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416073,1416073,Region,..Bungoma,0,,0,1,FPCUSMWANY,KEDHS2014416073,2014,DHS,696,477,,,2
KEN,Busia,2931482,Married women currently using any method of contraception,57.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416074,1416074,Region,..Busia,0,,0,1,FPCUSMWANY,KEDHS2014416074,2014,DHS,345,433,,,2
KEN,Nyanza,6888343,Married women currently using any method of contraception,56.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416005,1416080,Region,Nyanza,0,,0,1,FPCUSMWANY,KEDHS2014416005,2014,DHS,2525,2679,,,1
KEN,Siaya,6684960,Married women currently using any method of contraception,55,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416081,1416081,Region,..Siaya,0,,0,1,FPCUSMWANY,KEDHS2014416081,2014,DHS,326,372,,,2
KEN,Kisumu,4788307,Married women currently using any method of contraception,62.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416082,1416082,Region,..Kisumu,0,,0,1,FPCUSMWANY,KEDHS2014416082,2014,DHS,500,436,,,2
KEN,Homa Bay,3513125,Married women currently using any method of contraception,46.7,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416083,1416083,Region,..Homa Bay,0,,0,1,FPCUSMWANY,KEDHS2014416083,2014,DHS,520,471,,,2
KEN,Migori,5588832,Married women currently using any method of contraception,44.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416084,1416084,Region,..Migori,0,,0,1,FPCUSMWANY,KEDHS2014416084,2014,DHS,432,510,,,2
KEN,Kisii,4081901,Married women currently using any method of contraception,66.1,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416085,1416085,Region,..Kisii,0,,0,1,FPCUSMWANY,KEDHS2014416085,2014,DHS,531,484,,,2
KEN,Nyamira,785721,Married women currently using any method of contraception,67.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416086,1416086,Region,..Nyamira,0,,0,1,FPCUSMWANY,KEDHS2014416086,2014,DHS,216,406,,,2
KEN,Nairobi,5989013,Married women currently using any method of contraception,62.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416001,1416090,Region,Nairobi,0,,0,1,FPCUSMWANY,KEDHS2014416001,2014,DHS,2117,556,,,2
KEN,Nairobi,5989014,Married women currently using any method of contraception,62.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_ANY,32633010,I,416001,1416090,Region,Nairobi,0,,0,1,FPCUSMWANY,KEDHS2014416001,2014,DHS,2117,556,,,1
KEN,Coast,6668109,Married women currently using any modern method of contraception,38.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416003,1416010,Region,Coast,0,,0,1,FPCUSMWMOD,KEDHS2014416003,2014,DHS,1821,2364,,,1
KEN,Mombasa,4807578,Married women currently using any modern method of contraception,43.6,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416011,1416011,Region,..Mombasa,0,,0,1,FPCUSMWMOD,KEDHS2014416011,2014,DHS,537,347,,,2
KEN,Kwale,1530168,Married women currently using any modern method of contraception,38.2,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416012,1416012,Region,..Kwale,0,,0,1,FPCUSMWMOD,KEDHS2014416012,2014,DHS,357,384,,,2
KEN,Kilifi,1163323,Married women currently using any modern method of contraception,32.8,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416013,1416013,Region,..Kilifi,0,,0,1,FPCUSMWMOD,KEDHS2014416013,2014,DHS,600,469,,,2
KEN,Tana River,4214781,Married women currently using any modern method of contraception,20.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416014,1416014,Region,..Tana River,0,,0,1,FPCUSMWMOD,KEDHS2014416014,2014,DHS,144,489,,,2
KEN,Lamu,1201273,Married women currently using any modern method of contraception,39.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416015,1416015,Region,..Lamu,0,,0,1,FPCUSMWMOD,KEDHS2014416015,2014,DHS,55,365,,,2
KEN,Taita Taveta,1538326,Married women currently using any modern method of contraception,61.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416016,1416016,Region,..Taita Taveta,0,,0,1,FPCUSMWMOD,KEDHS2014416016,2014,DHS,128,310,,,2
KEN,North Eastern,5707957,Married women currently using any modern method of contraception,3.4,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416008,1416020,Region,North Eastern,0,,0,1,FPCUSMWMOD,KEDHS2014416008,2014,DHS,451,1144,,,1
KEN,Garissa,4332202,Married women currently using any modern method of contraception,5.5,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416021,1416021,Region,..Garissa,0,,0,1,FPCUSMWMOD,KEDHS2014416021,2014,DHS,165,389,,,2
KEN,Wajir,6687780,Married women currently using any modern method of contraception,2.3,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416022,1416022,Region,..Wajir,0,,0,1,FPCUSMWMOD,KEDHS2014416022,2014,DHS,158,369,,,2
KEN,Mandera,3735632,Married women currently using any modern method of contraception,1.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416023,1416023,Region,..Mandera,0,,0,1,FPCUSMWMOD,KEDHS2014416023,2014,DHS,128,386,,,2
KEN,Eastern,3715527,Married women currently using any modern method of contraception,63.9,1,KE,Kenya,2014,KE2014DHS,FP_CUSM_W_MOD,32633020,I,416004,1416030,Region,Eastern,0,,0,1,FPCUSMWMOD,KEDHS2014416004,2014,DHS,2667,3197,,,1
